FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
centroiniciacao.fid--370298aa_15b3a2610e3_7189,76003,Centro de Iniciação ao Esporte - Parnaíba - PI - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PI,PARNAÍBA,--,,Em execução,30 de Junho de 2016,POINT (-41.777 -2.905),0
centroiniciacao.fid--370298aa_15b3a2610e3_718a,76004,Centro de Iniciação ao Esporte - Itaituba - PA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,ITAITUBA,--,,Em obras,30 de Junho de 2016,POINT (-55.984 -4.276),0
centroiniciacao.fid--370298aa_15b3a2610e3_718b,76005,Centro de Iniciação ao Esporte - Joinville - SC - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SC,JOINVILLE,--,,Em execução,30 de Junho de 2016,POINT (-48.846 -26.304),0
centroiniciacao.fid--370298aa_15b3a2610e3_718c,76006,Centro de Iniciação ao Esporte - Anápolis - GO - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,GO,ANÁPOLIS,--,,Em obras,30 de Junho de 2016,POINT (-48.953 -16.327),0
centroiniciacao.fid--370298aa_15b3a2610e3_718d,76007,Centro de Iniciação ao Esporte - Corumbá - MS - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,MS,CORUMBÁ,--,,Em obras,30 de Junho de 2016,POINT (-57.653 -19.009),0
centroiniciacao.fid--370298aa_15b3a2610e3_718e,76008,Centro de Iniciação ao Esporte - Caxias - MA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,MA,CAXIAS,--,,Em execução,30 de Junho de 2016,POINT (-43.356 -4.859),0
centroiniciacao.fid--370298aa_15b3a2610e3_718f,76011,Centro de Iniciação ao Esporte - Parnamirim - RN - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,RN,PARNAMIRIM,--,,Em obras,30 de Junho de 2016,POINT (-35.263 -5.916),0
centroiniciacao.fid--370298aa_15b3a2610e3_7190,76012,Centro de Iniciação ao Esporte - Abaetetuba - PA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,ABAETETUBA,--,,Em execução,30 de Junho de 2016,POINT (-48.883 -1.718),0
centroiniciacao.fid--370298aa_15b3a2610e3_7191,76013,Centro de Iniciação ao Esporte - Macaé - RJ - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,RJ,MACAÉ,--,,Em execução,30 de Junho de 2016,POINT (-41.787 -22.371),0
centroiniciacao.fid--370298aa_15b3a2610e3_7192,76014,Centro de Iniciação ao Esporte - Cametá - PA - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,CAMETÁ,--,,Em execução,30 de Junho de 2016,POINT (-49.496 -2.244),0
centroiniciacao.fid--370298aa_15b3a2610e3_7193,76015,Centro de Iniciação ao Esporte - Maranguape - CE - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,CE,MARANGUAPE,--,,Em execução,30 de Junho de 2016,POINT (-38.686 -3.89),0
centroiniciacao.fid--370298aa_15b3a2610e3_7194,76017,Centro de Iniciação ao Esporte - Bragança - PA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,BRAGANÇA,--,,Em execução,30 de Junho de 2016,POINT (-46.773 -1.063),0
centroiniciacao.fid--370298aa_15b3a2610e3_7195,76018,Centro de Iniciação ao Esporte - Maringá - PR - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PR,MARINGÁ,--,,Em obras,30 de Junho de 2016,POINT (-51.939 -23.425),0
